DATE,AWND,FMTM,PGTM,PRCP,SNOW,SNWD,TAVG,TMAX,TMIN,WDF2,WDF5,WSF2,WSF5,WT01,WT02,WT03,WT04,WT05,WT06,WT08,WT09,WT11,WT13,WT14,WT15,WT16,WT17,WT18,WT21,WT22
8/30/2011,4.92,1044,1143,0,0,0,,83,63,50,50,14.1,17,,,,,,,1,,,,,,,,,,
8/31/2011,3.36,1720,1719,0,0,0,,84,64,160,160,10.1,13,,,,,,,,,,,,,,,,,
9/1/2011,6.26,1340,1340,0,0,0,,82,66,180,180,14.1,16.1,,,,,,,,,,,,,1,,,,
9/2/2011,5.82,224,223,0.16,0,0,,79,68,20,30,13,15,,,1,,,,,,,,,,1,,,,
9/3/2011,7.83,1125,1125,0,0,0,,82,70,170,180,14.1,16.1,,,1,,,,,,,,,,1,,,,
9/4/2011,8.5,2126,1356,0,0,0,,87,73,190,170,14.1,19.9,,,,,,,,,,,,,,,,,
9/5/2011,8.5,2153,2157,1.36,0,0,,84,65,340,310,23.9,28,1,,,,,,1,,,1,,,1,,,,
9/6/2011,13.87,1103,1102,0.9,0,0,,67,64,50,40,23.9,30,1,,,,,,,,,1,,,1,,,,
9/7/2011,4.25,24,540,2.82,0,0,,74,64,30,270,14.1,16.1,1,,1,,,,,,,,1,,,,,,
9/8/2011,8.05,1318,1734,1.39,0,0,,79,71,80,20,17.9,21.9,1,,1,,,,,,,1,,,1,,,,
9/9/2011,4.92,145,222,0.46,0,0,,83,71,40,50,14.1,15,1,,,,,,,,,1,,,1,,,,
9/10/2011,6.49,945,1401,0,0,0,,84,68,320,290,16.1,19.9,1,,,,,,,,,1,,,,,,,
9/11/2011,5.14,2153,2242,0.02,0,0,,84,67,340,280,16.1,21,1,,,,,,1,,,,,,1,,,,
9/12/2011,3.58,1011,1010,0,0,0,,83,65,350,340,14.1,17,,,,,,,,,,,,,,,,,
9/13/2011,5.82,1454,1335,0,0,0,,83,65,180,180,14.1,17.9,,,,,,,,,,,,,,,,,
9/14/2011,7.16,1956,1956,0,0,0,,87,68,340,350,17,21,1,,,,,,,,,,,,,,,,
9/15/2011,11.41,1746,1756,0.03,0,0,,78,54,350,350,29.1,36,1,,,,,,,,,1,,,1,,,,
9/16/2011,6.71,849,1725,0,0,0,,66,49,10,20,14.1,21.9,,,,,,,,,,,,,,,,,
9/17/2011,8.05,2121,1547,0,0,0,,65,56,70,40,13,17,,,,,,,,,,,,,1,,,,
9/18/2011,7.38,502,1029,0,0,0,,68,55,30,50,13,16.1,,,,,,,,,,,,,,,,,
9/19/2011,6.49,1451,1514,0,0,0,,70,60,150,130,10.1,13,,,,,,,,,,,,,,,,,
9/20/2011,5.59,821,820,0.16,0,0,,71,64,210,210,12.1,15,1,,,,,,,,,1,,,1,,,,
9/21/2011,3.8,1736,802,0.02,0,0,,76,64,160,270,10.1,23,1,,,,,,,,,1,,,1,,,,
9/22/2011,5.37,1346,734,0,0,0,,77,68,170,190,10.1,16.1,1,,,,,,,,,1,1,,,,,,
9/23/2011,3.13,1244,,0.97,0,0,,72,68,180,,8.1,,1,,,,,,,,,1,1,,1,,,,
9/24/2011,2.91,633,,0,0,0,,76,66,330,,8.9,,1,,,,,,,,,,,,,,,,
9/25/2011,2.46,623,936,0.07,0,0,,79,69,30,40,8.1,10.1,1,,,,,,,,,1,1,,1,,,,
9/26/2011,4.25,1326,949,0,0,0,,80,70,180,200,10.1,15,,,,,,,,,,,,,,,,,
9/27/2011,4.25,1535,1833,0.01,0,0,,78,69,140,140,12.1,14.1,1,,,,,,,,,1,1,,1,,,,
9/28/2011,5.37,1922,1921,0.47,0,0,,80,68,250,250,19.9,30,1,,1,,,,,,,1,,,1,,,,
9/29/2011,6.93,1528,1527,0,0,0,,78,62,250,250,19.9,23.9,1,,,,,,,,,,,,,,,,
9/30/2011,8.72,1723,1722,0,0,0,,76,61,330,330,23,25.9,,,,,,,1,,,,,,,,,,
10/1/2011,12.3,,,0.29,0,0,,61,49,320,320,23,33.1,,,,,,,,,,1,,,1,,,,
10/2/2011,8.95,,,0.18,0,0,,52,45,320,310,19.9,25.9,,,,,,,,,,,,,1,,,,
10/3/2011,3.58,,,0,0,0,,53,46,250,280,8.9,16.1,,,,,,,,,,,1,,1,,,,
10/4/2011,8.05,,,0,0,0,,70,51,340,330,19.9,25.9,,,,,,,,,,,,,1,,,,
10/5/2011,8.05,,,0,0,0,,74,53,320,310,17,23,,,,,,,,,,,,,,,,,
10/6/2011,5.59,,,0,0,0,,69,51,20,220,13,19.9,,,,,,,,,,,,,,,,,
10/7/2011,1.12,,,0,0,0,,75,51,110,110,10.1,13,,,,,,,,,,,,,,,,,
10/8/2011,2.01,,,0,0,0,,75,53,190,190,8.9,10.1,,,,,,,,,,,,,,,,,
10/9/2011,2.46,,,0,0,0,,78,53,190,200,8.1,10.1,,,,,,,,,,1,,,,,,,
10/10/2011,1.79,,,0,0,0,,83,56,70,70,8.1,8.9,,,,,,,,,,1,,,,,,,
10/11/2011,6.04,,,0,0,0,,71,62,40,50,13,15,,,,,,,,,,,,,1,,,,
10/12/2011,10.51,,,0.44,0,0,,66,64,70,70,21,25.1,,,,,,,,,,1,1,,1,,,,
10/13/2011,6.26,,,0.72,0,0,,77,64,140,240,11,25.1,1,,1,,,,,,,,1,,,,,,
10/14/2011,9.17,,,0.25,0,0,,73,56,220,220,21.9,28,,,,,,,,,,1,,,1,,,,
10/15/2011,10.96,,,0,0,0,,71,50,220,230,25.1,36,,,,,,,,,,,,,,,,,
10/16/2011,12.08,,,0,0,0,,71,50,200,200,21.9,25.9,,,,,,,,,,,,,,,,,
10/17/2011,6.71,,,0,0,0,,69,57,330,330,19.9,23,,,,,,,,,,1,,,,,,,
10/18/2011,4.92,,,0,0,0,,74,54,110,50,12.1,21,,,,,,,,,,,,,,,,,
10/19/2011,10.29,,,0.5,0,0,,70,61,50,50,25.9,31.1,,,,,,,,,,1,1,,1,,,,
10/20/2011,17.22,,,0,0,0,,68,52,210,210,29.1,36.9,,,,,,,,,,,,,1,,,,
10/21/2011,8.95,,,0,0,0,,62,47,340,310,17.9,23.9,,,,,,,,,,,,,,,,,
10/22/2011,3.58,,,0,0,0,,62,47,330,330,13,15,,,,,,,,,,,,,,,,,
10/23/2011,4.25,,,0,0,0,,64,43,180,180,12.1,15,,,,,,,,,,,,,,,,,
10/24/2011,5.59,,,0.13,0,0,,67,49,290,300,17,23,,,,,,,,,,1,,,1,,,,
10/25/2011,7.38,,,0,0,0,,68,49,330,300,17.9,23.9,,,,,,,,,,,,,,,,,
10/26/2011,6.04,,,0.01,0,0,,68,52,170,170,16.1,17.9,,,,,,,,,,,,,1,,,,
10/27/2011,8.95,,,0.13,0,0,,66,45,340,340,31.1,38.9,,,,,,,,,,1,,,1,,,,
10/28/2011,9.62,,,0.08,0,0,,52,41,20,10,17,23.9,,,,,,,,,,,,,1,,,,
10/29/2011,14.99,,,1.18,0,0,,42,34,340,340,23.9,29.1,,,,1,,,,,,,1,,1,,1,,
10/30/2011,6.49,,,0,0,0,,55,35,330,330,16.1,21,,,,,,,,,,,,,,,,,
10/31/2011,4.7,,,0,0,0,,56,36,200,210,14.1,17,,,,,,,,,,,,,1,,,,
11/1/2011,5.37,,,0,0,0,,61,44,60,,12.1,,,,,,,,,,,,,,,,,,
11/2/2011,3.58,,,0,0,0,,60,41,170,180,8.9,10.1,,,,,,,,,,,,,,,,,
11/3/2011,5.59,,,0,0,0,,64,44,200,230,16.1,19.9,,,,,,,,,,,,,,,,,
11/4/2011,11.86,,,0,0,0,,59,44,10,10,23,29.1,,,,,,,1,,,1,,,,,,,
11/5/2011,7.38,,,0,0,0,,53,38,20,30,17.9,23,,,,,,,,,,,,,,,,,
11/6/2011,4.03,,,0,0,0,,59,37,220,220,10.1,15,,,,,,,,,,,,,,,,,
11/7/2011,2.46,,,0,0,0,,67,40,350,350,12.1,14.1,1,,,,,,,,,1,,,,,,,
11/8/2011,2.91,,,0,0,0,,68,41,190,200,8.9,10.1,,,,,,,1,,,,,,,,,,
11/9/2011,2.68,,,0,0,0,,64,42,180,160,10.1,13,1,,,,,,,,,,,,,,,,
11/10/2011,7.83,,,0.06,0,0,,59,46,350,340,23,31.1,,1,,,,,,,,1,,,1,,,,
11/11/2011,12.97,,,0,0,0,,50,38,310,280,25.9,38,,,,,,,,,,,,,,,,,
11/12/2011,8.72,,,0,0,0,,63,33,200,190,17,21,,,,,,,,,,,,,,,,,
11/13/2011,12.08,,,0,0,0,,64,44,200,200,23,33.1,,,,,,,,,,,,,,,,,
11/14/2011,12.75,,,0,0,0,,73,54,210,220,21,25.9,,,,,,,,,,,,,,,,,
11/15/2011,7.61,,,0,0,0,,68,57,190,210,16.1,21.9,,,,,,,,,,,,,1,,,,
11/16/2011,6.26,,,0.54,0,0,,59,53,350,350,23.9,32,1,,,,,,,,,1,1,,1,,,,
11/17/2011,12.3,,,0.01,0,0,,53,39,320,330,25.9,34.9,,,,,,,,,,,,,1,,,,
11/18/2011,7.38,,,0,0,0,,48,34,300,360,21,29.1,,,,,,,,,,,,,,,,,
11/19/2011,9.62,,,0,0,0,,55,37,200,210,17,23.9,,,,,,,,,,,,,,,,,
11/20/2011,7.16,,,0.02,0,0,,65,50,180,200,14.1,17,1,,,,,,,,,1,,,1,,,,
11/21/2011,5.82,,,0.07,0,0,,64,50,60,60,15,16.1,,,,,,,,,,1,1,,1,,,,
11/22/2011,5.14,,,0.55,0,0,,61,50,180,180,13,15,,,,,,,1,,,1,1,,1,,,,
11/23/2011,13.87,,,0.28,0,0,,64,45,350,290,29.1,38.9,1,,,,,,,,,1,,,1,,,,
11/24/2011,6.93,,,0,0,0,,61,38,320,320,23.9,31.1,,,,,,,,,,,,,,,,,
11/25/2011,4.03,,,0,0,0,,63,38,170,170,10.1,12.1,,,,,,,,,,,,,,,,,
11/26/2011,2.68,,,0,0,0,,61,39,180,200,8.1,8.9,,,,,,,,,,,,,,,,,
11/27/2011,8.95,,,0,0,0,,72,46,230,220,23.9,31.1,,,,,,,,,,,,,,,,,
11/28/2011,5.82,,,0,0,0,,71,51,130,190,15,21,,,,,,,,,,,,,,,,,
11/29/2011,12.08,,,0.41,0,0,,66,47,210,140,23,29.1,1,,,,,,,,,1,,,1,,,,
11/30/2011,11.41,,,0,0,0,,51,40,280,310,21,25.9,,,,,,,,,,,,,,,,,
12/1/2011,8.72,,,0,0,0,,52,38,320,320,17.9,23,,,,,,,,,,,,,,,,,
12/2/2011,4.47,,,0,0,0,,55,34,360,360,15,19.9,,,,,,,,,,,,,,,,,
12/3/2011,3.8,,,0,0,0,,51,35,10,30,12.1,15,,,,,,,,,,,,,,,,,
12/4/2011,3.58,,,0,0,0,,55,37,190,220,10.1,15,1,,,,,,,,,,,,,,,,
12/5/2011,2.91,,,0,0,0,,60,42,190,200,14.1,16.1,1,,,,,,,,,,,,,,,,
12/6/2011,9.62,,,0.24,0,0,,60,55,180,190,17,21.9,1,,,,,,,,,1,1,,1,,,,
12/7/2011,9.4,,,3.1,0,0,,60,37,310,330,31.1,40.9,1,,,,,,,,,1,1,,1,,1,,
12/8/2011,9.62,,,0,0,0,,45,35,320,310,23.9,33.1,,,,,,,,,,,,,,,,,
12/9/2011,3.8,,,0,0,0,,51,34,220,220,16.1,21.9,,,,,,,,,,,,,,,,,
12/10/2011,9.84,,,0,0,0,,47,32,340,320,21.9,25.9,,,,,,,,,,,,,,,,,
12/11/2011,2.46,,,0,0,0,,43,29,360,360,13,15,,,,,,,,,,,,,,,,,
12/12/2011,2.68,,,0,0,0,,46,29,170,170,8.1,8.9,,,,,,,,,,,,,,,,,
12/13/2011,5.82,,,0,0,0,,52,30,320,340,15,19.9,1,,,,,,,,,,,,,,,,
12/14/2011,2.91,,,0,0,0,,50,38,190,190,8.1,8.9,,,,,,,,,,,,,1,,,,
12/15/2011,11.63,,,0.01,0,0,,63,43,200,200,23,30,,,,,,,,,,,,,1,,,,
12/16/2011,10.74,,,0,0,0,,62,43,340,330,25.9,31.1,,,,,,,,,,,,,,,,,
12/17/2011,10.07,,,0,0,0,,43,33,330,330,17.9,23.9,,,,,,,,,,,,,,,1,,
12/18/2011,6.71,,,0,0,0,,44,32,330,320,19.9,23,,,,,,,,,,,,,,,,,
12/19/2011,7.16,,,0,0,0,,52,29,220,220,15,17.9,,,,,,,,,,,,,,,,,
12/20/2011,2.68,,,0,0,0,,57,45,130,130,10.1,14.1,,,,,,,,,,,,,,,,,
12/21/2011,8.95,,,0.12,0,0,,61,47,180,200,17.9,25.1,1,,,,,,,,,1,,,1,,,,
12/22/2011,2.46,,,0.53,0,0,,62,46,310,310,13,16.1,1,,,,,,,,,1,,,1,,,,
12/23/2011,11.41,,,0.29,0,0,,53,44,340,320,23.9,30,1,,,,,,,,,1,,,1,,,,
12/24/2011,8.05,,,0,0,0,,46,36,340,330,25.1,32,,,,,,,,,,,,,1,,,,
12/25/2011,6.49,,,0,0,0,,48,34,170,180,13,15,,,,,,,,,,,,,,,,,
12/26/2011,10.07,,,0,0,0,,50,37,320,330,28,34.9,,,,,,,,,,,,,,,,,
12/27/2011,7.16,,,0.61,0,0,,55,39,170,170,23,33.1,1,,,,,,,,,1,,,1,,,,
12/28/2011,11.63,,,0,0,0,,49,35,300,300,28,38,,,,,,,,,,,,,,,,,
12/29/2011,4.92,,,0,0,0,,44,31,300,300,13,17.9,,,,,,,,,,,,,,,,,
12/30/2011,5.14,,,0,0,0,,54,35,190,180,14.1,17,,,,,,,,,,,,,,,,,
12/31/2011,8.5,,,0,0,0,,62,46,300,330,21.9,28,,,,,,,,,,,,,1,,,,
1/1/2012,8.72,,,0,0,0,,60,38,320,310,21.9,29.1,1,,,,,,,,,,,,1,,,,
1/2/2012,13.87,,,0,0,0,,49,32,320,310,31.1,40,,,,,,,,,,,,,,,,,
1/3/2012,15.66,,,0,0,0,,34,21,340,350,33.1,40,,,,,,,,,,,,,,,1,,
1/4/2012,7.61,,,0,0,0,,35,17,330,330,21,25.1,,,,,,,,,,,,,,,,,
1/5/2012,4.92,,,0,0,0,,50,30,320,320,19.9,23.9,,,,,,,1,,,,,,,,,,
1/6/2012,7.38,,,0,0,0,,63,33,210,210,15,21,,,,,,,,,,,,,,,,,
1/7/2012,7.61,,,0,0,0,,68,36,250,240,17,23.9,,,,,,,1,,,,,,,,,,
1/8/2012,8.05,,,0,0,0,,52,37,330,330,15,21,,,,,,,,,,,,,,,,,
1/9/2012,3.8,,,0.16,0.6,0,,40,33,30,20,10.1,14.1,1,,,,,,,,,,1,,1,,1,,
1/10/2012,6.71,,,0,0,0,,54,32,270,240,15,19.9,1,,,,,,,,,1,,,,,,,
1/11/2012,6.26,,,0.51,0,0,,49,33,80,80,14.1,17.9,,,,,,,,,,1,,,1,,,,
1/12/2012,7.83,,,0.24,0,0,,57,44,190,210,17,21.9,1,,,,,,,,,1,,,1,,,,
1/13/2012,14.99,,,0.05,0,0,,51,29,250,240,29.1,38.9,,,,,,,,,,,,,1,,,,
1/14/2012,8.72,,,0,0,0,,39,27,260,260,17.9,23,,,,,,,,,,,,,,,,,
1/15/2012,9.62,,,0,0,0,,36,27,340,300,21.9,28,,,,,,,,,,,,,,,,,
1/16/2012,10.51,,,0.03,0,0,,42,25,180,190,21,25.9,,,,,,,,,,,,,1,,,,
1/17/2012,13.87,,,0.26,0,0,,60,40,210,210,25.1,32,1,,,,,,,,,1,,,1,,,,
1/18/2012,16.55,,,0,0,0,,58,28,320,330,32,40,,,,,,,,,,,,,,,,,
1/19/2012,9.62,,,0,0,0,,41,25,200,200,19.9,23.9,,,,,,,,,,,,,,,,,
1/20/2012,8.28,,,0.05,0.5,0,,40,28,360,350,21.9,25.9,1,,,,,,,,,,,,,,1,,1
1/21/2012,9.4,,,0.23,0.6,1,,34,28,360,360,21,23,,,,,,,,,,,1,,1,1,1,,
1/22/2012,7.83,,,0,0,0,,32,30,20,10,15,17.9,,,,,,,,,,1,1,1,,,1,,
1/23/2012,4.7,,,0.03,0,0,,44,32,180,190,16.1,21.9,1,,,,,,,,,,1,1,1,,,,
1/24/2012,4.7,,,0,0,0,,56,38,210,210,14.1,16.1,1,,,,,,,,,1,,,,,,,
1/25/2012,6.26,,,0,0,0,,49,36,360,10,16.1,21,,,,,,,,,,,,,,,,,
1/26/2012,3.8,,,0,0,0,,55,40,190,200,13,14.1,,,,,,,1,,,1,,,1,,,,
1/27/2012,13.65,,,0.63,0,0,,62,41,320,320,32,40,,,1,,,,,,,1,,,1,,,,
1/28/2012,8.28,,,0,0,0,,55,33,310,300,25.1,34.9,,,,,,,,,,,,,,,,,
1/29/2012,10.51,,,0,0,0,,49,32,320,320,28,38.9,,,,,,,,,,,,,,,,,
1/30/2012,8.95,,,0,0,0,,48,34,300,280,21.9,31.1,,,,,,,,,,,,,,,,,
1/31/2012,11.18,,,0,0,0,,66,39,210,210,21,25.1,,,,,,,,,,,,,,,,,
2/1/2012,7.38,,,0.02,0,0,,72,48,260,270,17,21.9,,,,,,,1,,,,,,1,,,,
2/2/2012,8.95,,,0.09,0,0,,58,42,340,310,25.1,33.1,,,,,,,1,,,,,,1,,,,
2/3/2012,6.93,,,0,0,0,,52,37,360,340,12.1,14.1,,,,,,,,,,,,,,,,,
2/4/2012,5.14,,,0.08,0,0,,46,35,60,,11,,1,,,,,,,,,1,1,,1,,,,
2/5/2012,7.38,,,0,0,0,,45,35,350,10,15,19.9,1,,,,,,,,,1,,,1,,,,
2/6/2012,5.59,,,0,0,0,,53,29,180,200,14.1,17,,,,,,,,,,,,,,,,,
2/7/2012,6.71,,,0,0,0,,56,40,340,350,19.9,25.1,,,,,,,,,,,,,,,,,
2/8/2012,5.82,,,0.11,0,0,,43,37,70,60,12.1,14.1,1,,,,,,,,,1,1,,1,,1,,
2/9/2012,8.28,,,0,0,0,,47,33,320,340,19.9,23.9,,,,,,,,,,,,,,,,,
2/10/2012,4.92,,,0,0,0,,47,33,230,230,15,19.9,,,,,,,,,,,,,1,,,,
2/11/2012,13.65,,,0.1,0.2,0,,43,23,300,320,33.1,47,1,,,,,,,,,1,1,,1,,1,,
2/12/2012,16.55,,,0.01,0.1,0,,33,23,330,340,34.9,49,,,,,,,,,,,,,,,1,,
2/13/2012,6.26,,,0,0,0,,50,24,260,270,16.1,21,,,,,,,,,,,,,,,,,
2/14/2012,5.82,,,0,0,0,,56,37,210,210,19.9,23.9,,,,,,,,,,,,,,,,,
2/15/2012,7.83,,,0,0,0,,55,40,340,350,21,25.9,,,,,,,,,,,,,,,,,
2/16/2012,3.58,,,0.09,0,0,,47,41,190,200,13,16.1,1,,,,,,,,,1,,,1,,,,
2/17/2012,9.17,,,0,0,0,,54,39,330,320,23,28,1,1,,,,,,,,1,,,,,,,
2/18/2012,8.5,,,0,0,0,,59,34,10,350,23.9,31.1,,,,,,,,,,,,,,,,,
2/19/2012,9.62,,,0.08,0,0,,45,35,350,350,19.9,23.9,1,,,,,,,,,1,,,1,,1,,
2/20/2012,9.4,,,0,0,0,,50,34,10,360,21.9,25.9,,,,,,,,,,,,,,,,,
2/21/2012,8.72,,,0,0,0,,50,32,220,220,23.9,29.1,,,,,,,,,,,,,,,,,
2/22/2012,10.07,,,0,0,0,,63,43,200,190,23.9,30,,,,,,,,,,,,,,,,,
2/23/2012,7.61,,,0,0,0,,67,47,260,260,16.1,21.9,,,,,,,,,,,,,1,,,,
2/24/2012,9.84,,,0.31,0,0,,57,46,300,300,33.1,45,,,1,,,,,,,1,,,1,,,,
2/25/2012,18.12,,,0,0,0,,47,35,280,270,30,44.1,,,,,,,,,,,,,,,1,,
2/26/2012,8.72,,,0,0,0,,49,34,340,290,17,23.9,,,,,,,,,,,,,,,,,
2/27/2012,11.18,,,0,0,0,,64,36,200,190,23,28,,,,,,,,,,,,,,,,,
2/28/2012,8.05,,,0,0,0,,56,40,340,350,23,30,,,,,,,,,,,,,,,,,
2/29/2012,7.61,,,1.44,0,0,,56,40,170,170,32,38.9,1,,,,,,,,,1,,,1,,,,
3/1/2012,10.07,,,0.05,0,0,,70,46,10,10,21.9,25.1,1,,,,,,,,,1,,,1,,,,
3/2/2012,5.82,,,0.34,0,0,,55,40,170,180,17.9,21,,,1,,,,,,,1,1,,1,,,,
3/3/2012,8.28,,,0.16,0,0,,63,48,310,300,21,29.1,1,,,,,,,,,1,1,,1,,,,
3/4/2012,13.65,,,0,0,0,,51,37,330,310,25.9,36,,,,,,,,,,,,,,,,,
3/5/2012,10.29,,,0,0,0,,46,32,320,320,28,33.1,,,,,,,,,,,,,,,1,,
3/6/2012,8.5,,,0,0,0,,49,29,200,200,17,19.9,,,,,,,,,,,,,,,,,
3/7/2012,14.54,,,0,0,0,,67,40,190,200,25.1,33.1,,,,,,,,,,,,,,,,,
3/8/2012,19.01,,,0,0,0,,74,53,210,220,31.1,38.9,,,,,,,,,,,,,1,,,,
3/9/2012,16.78,,,0.01,0,0,,67,41,340,280,30,38,,,,,,,,,,,,,1,,,,
3/10/2012,8.95,,,0,0,0,,50,34,330,310,21,25.9,,,,,,,,,,,,,,,,,
3/11/2012,9.62,,,0,0,0,,63,35,200,200,17,21.9,,,,,,,,,,,,,,,,,
3/12/2012,8.72,,,0,0,0,,72,45,200,210,17.9,23,,,,,,,,,,,,,,,,,
3/13/2012,9.4,,,0.01,0,0,,81,56,230,250,17,25.1,,,,,,,,,,,,,1,,,,
3/14/2012,5.14,,,0,0,0,,81,54,340,310,15,21,,,,,,,,,,,,,,,,,
3/15/2012,6.71,,,0,0,0,,82,54,110,100,17.9,23,,,,,,,,,,,,,1,,,,
3/16/2012,4.03,,,0.02,0,0,,59,51,50,50,14.1,17,,,,,,,1,,,1,,,1,,,,
3/17/2012,4.7,,,0,0,0,,75,52,100,10,14.1,21.9,,,,,,,1,,,1,,,,,,,
3/18/2012,4.92,,,0,0,0,,68,52,200,190,12.1,14.1,1,,,,,,,,,1,1,,,,,,
3/19/2012,6.71,,,0.01,0,0,,76,56,140,140,14.1,17,,,,,,,,,,,,,1,,,,
3/20/2012,4.25,,,0.11,0,0,,72,62,50,50,12.1,14.1,,,1,,,,,,,1,,,1,,,,
3/21/2012,3.8,,,0,0,0,,70,59,50,70,12.1,13,1,1,,,,,,,,1,1,,,,,,
3/22/2012,4.47,,,0,0,0,,78,59,70,70,13,14.1,1,1,,,,,,,,1,1,,,,,,
3/23/2012,5.14,,,0,0,0,,83,59,140,120,15,21,,,,,,,1,,,1,,,,,,,
3/24/2012,8.72,,,0.1,0,0,,67,54,100,100,19.9,23.9,1,,,,,,,,,1,1,,1,,,,
3/25/2012,9.17,,,0.2,0,0,,62,51,40,30,17.9,21.9,1,,,,,,,,,1,1,,1,,,,
3/26/2012,17,,,0,0,0,,60,42,340,340,33.1,40,,,,,,,,,,,,,,,,,
3/27/2012,7.61,,,0,0,0,,56,34,350,360,17,21,,,,,,,,,,,,,,,,,
3/28/2012,11.86,,,0.01,0,0,,72,46,200,220,21.9,25.9,,,,,,,,,,,,,1,,,,
3/29/2012,13.65,,,0,0,0,,70,50,10,10,23.9,32,,,,,,,,,,,,,,,,,
3/30/2012,5.59,,,0,0,0,,54,43,180,180,13,16.1,,,,,,,,,,,,,1,,,,
3/31/2012,10.51,,,0,0,0,,64,48,70,70,23,25.1,,,,,,,,,,,,,,,,,
4/1/2012,6.71,,,0.07,0,0,,64,47,180,200,15,17.9,,,,,,,,,,,,,1,,,,
4/2/2012,12.75,,,0.08,0,0,,62,47,350,350,28,32,1,,,,,,,,,1,,,1,,,,
4/3/2012,3.8,,,0,0,0,,73,42,330,360,13,17.9,,,,,,,,,,,,,,,,,
4/4/2012,8.05,,,0,0,0,,76,53,320,330,21.9,28,,,,,,,1,,,,,,,,,,
4/5/2012,8.28,,,0,0,0,,63,47,20,50,19.9,25.1,,,,,,,,,,,,,,,,,
4/6/2012,13.2,,,0,0,0,,62,42,360,360,23.9,28,,,,,,,,,,,,,,,,,
4/7/2012,11.18,,,0,0,0,,65,42,340,320,25.1,30,,,,,,,,,,,,,,,,,
4/8/2012,9.62,,,0,0,0,,74,48,320,320,23.9,32,,,,,,,,,,,,,,,,,
4/9/2012,14.99,,,0,0,0,,69,53,270,300,32,42.9,,,,,,,,,,,,,1,,,,
4/10/2012,10.74,,,0,0,0,,68,45,340,360,25.1,36,,,,,,,,,,,,,,,,,
4/11/2012,11.86,,,0.01,0,0,,56,40,310,320,23.9,30,,,,,,,,,,,,,1,,,,
4/12/2012,11.86,,,0,0,0,,63,42,320,360,21,30,,,,,,,,,,,,,,,,,
4/13/2012,6.49,,,0,0,0,,67,45,340,340,15,21,,,,,,,,,,,,,,,,,
4/14/2012,8.28,,,0,0,0,,75,46,180,200,19.9,25.1,,,,,,,,,,,,,,,,,
4/15/2012,9.84,,,0,0,0,,83,60,210,230,17.9,23.9,,,,,,,,,,,,,,,,,
4/16/2012,11.18,,,0,0,0,,89,63,200,200,23,30,,,,,,,,,,,,,,,,,
4/17/2012,11.18,,,0,0,0,,77,61,330,330,23,28,,,,,,,,,,,,,1,,,,
4/18/2012,6.71,,,0.05,0,0,,62,53,20,10,16.1,21,,,,,,,,,,,,,1,,,,
4/19/2012,3.13,,,0,0,0,,72,50,180,180,10.1,12.1,,,,,,,1,,,1,,,1,,,,
4/20/2012,6.49,,,0,0,0,,76,52,210,240,14.1,21.9,,,,,,,,,,,,,,,,,
4/21/2012,12.3,,,0.16,0,0,,82,57,320,320,29.1,38,1,,,,,,,,,1,,,1,,,,
4/22/2012,15.21,,,1.27,0,0,,57,46,340,340,25.1,32,1,,,,,,,,,1,,,1,,,,
4/23/2012,11.86,,,0.1,0,0,,50,42,290,330,23.9,31.1,1,,,,,,,,,1,1,,1,,,,
4/24/2012,9.84,,,0,0,0,,64,42,230,230,21,25.9,,,,,,,,,,,,,,,,,
4/25/2012,5.59,,,0,0,0,,71,44,260,280,21,33.1,,,,,,,,,,,,,,,,,
4/26/2012,8.95,,,0.03,0,0,,65,56,330,320,30,36.9,1,,,,,,,,,,,,1,,,,
4/27/2012,13.87,,,0,0,0,,64,48,330,340,29.1,40.9,,,,,,,,,,,,,,,,,
4/28/2012,5.14,,,0.12,0,0,,56,45,360,30,13,17,,,,,,,,,,,,,1,,,,
4/29/2012,4.7,,,0.03,0,0,,71,46,360,10,13,15,1,,,,,,,,,1,,,1,,,,
4/30/2012,6.71,,,0,0,0,,67,50,30,30,14.1,16.1,,,,,,,,,,,,,,,,,
5/1/2012,6.26,,,0.15,0,0,,84,60,260,260,17,21,1,,,,,,,,,1,,,1,,,,
5/2/2012,6.49,,,0.02,0,0,,74,58,90,140,14.1,25.1,,,,,,,1,,,1,,,1,,,,
5/3/2012,6.49,,,0,0,0,,81,56,20,300,15,17,1,,,,,,,,,1,1,,,,,,
5/4/2012,5.14,,,0.12,0,0,,84,65,270,270,28,36.9,,,1,,,,,,,,,,1,,,,
5/5/2012,7.16,,,0,0,0,,83,64,70,90,17,21,,,1,,,,,,,1,,,1,,,,
5/6/2012,6.26,,,0,0,0,,72,61,130,40,14.1,23.9,1,,,,,,,,,1,1,,,,,,
5/7/2012,9.84,,,0,0,0,,73,57,160,170,19.9,23.9,,,,,,,,,,,,,,,,,
5/8/2012,12.3,,,0.03,0,0,,75,61,190,200,21,25.1,,,,,,,,,,,,,1,,,,
5/9/2012,8.05,,,0.58,0,0,,75,59,310,310,32,40,1,,,,,,,,1,1,,,1,,,,
5/10/2012,12.97,,,0,0,0,,70,56,330,340,28,38,,,,,,,,,,,,,,,,,
5/11/2012,9.4,,,0,0,0,,73,52,300,250,19.9,29.1,,,,,,,,,,,,,,,,,
5/12/2012,5.37,,,0,0,0,,78,52,200,210,13,16.1,,,,,,,1,,,,,,,,,,
